state,district,month,monthly_enrolments,monthly_load,estimated_update_requests
Uttar Pradesh,Kanpur Dehat,2025-12,177,177,62
Uttar Pradesh,Kanpur Nagar,2025-01,9385,9385,3285
Uttar Pradesh,Kanpur Nagar,2025-02,710,710,248
Uttar Pradesh,Kanpur Nagar,2025-03,395,395,138
Uttar Pradesh,Kanpur Nagar,2025-04,243,243,85
Uttar Pradesh,Kanpur Nagar,2025-05,331,331,116
Uttar Pradesh,Kanpur Nagar,2025-06,400,400,140
Uttar Pradesh,Kanpur Nagar,2025-07,269,269,94
Uttar Pradesh,Kanpur Nagar,2025-08,511,511,179
Uttar Pradesh,Kanpur Nagar,2025-09,657,657,230
Uttar Pradesh,Kanpur Nagar,2025-10,758,758,265
Uttar Pradesh,Kanpur Nagar,2025-11,413,413,145
Uttar Pradesh,Kanpur Nagar,2025-12,486,486,170
Uttar Pradesh,Kasganj,2025-01,2310,2310,808
Uttar Pradesh,Kasganj,2025-02,147,147,51
Uttar Pradesh,Kasganj,2025-03,123,123,43
Uttar Pradesh,Kasganj,2025-04,56,56,20
Uttar Pradesh,Kasganj,2025-05,93,93,33
Uttar Pradesh,Kasganj,2025-06,109,109,38
Uttar Pradesh,Kasganj,2025-07,59,59,21
Uttar Pradesh,Kasganj,2025-08,142,142,50
Uttar Pradesh,Kasganj,2025-09,126,126,44
Uttar Pradesh,Kasganj,2025-10,165,165,58
Uttar Pradesh,Kasganj,2025-11,103,103,36
Uttar Pradesh,Kasganj,2025-12,129,129,45
Uttar Pradesh,Kaushambi,2025-01,1551,1551,543
Uttar Pradesh,Kaushambi,2025-02,260,260,91
Uttar Pradesh,Kaushambi,2025-03,168,168,59
Uttar Pradesh,Kaushambi,2025-04,83,83,29
Uttar Pradesh,Kaushambi,2025-05,141,141,49
Uttar Pradesh,Kaushambi,2025-06,140,140,49
Uttar Pradesh,Kaushambi,2025-07,94,94,33
Uttar Pradesh,Kaushambi,2025-08,200,200,70
Uttar Pradesh,Kaushambi,2025-09,195,195,68
Uttar Pradesh,Kaushambi,2025-10,232,232,81
Uttar Pradesh,Kaushambi,2025-11,197,197,69
Uttar Pradesh,Kaushambi,2025-12,198,198,69
Uttar Pradesh,Kheri,2025-01,8526,8526,2984
Uttar Pradesh,Kheri,2025-02,755,755,264
Uttar Pradesh,Kheri,2025-03,532,532,186
Uttar Pradesh,Kheri,2025-04,375,375,131
Uttar Pradesh,Kheri,2025-05,410,410,144
Uttar Pradesh,Kheri,2025-06,409,409,143
Uttar Pradesh,Kheri,2025-07,248,248,87
Uttar Pradesh,Kheri,2025-08,641,641,224
Uttar Pradesh,Kheri,2025-09,640,640,224
Uttar Pradesh,Kheri,2025-10,723,723,253
Uttar Pradesh,Kheri,2025-11,481,481,168
Uttar Pradesh,Kheri,2025-12,512,512,179
Uttar Pradesh,Kushi Nagar,2025-01,1570,1570,550
Uttar Pradesh,Kushinagar,2025-01,665,665,233
Uttar Pradesh,Kushinagar,2025-02,548,548,192
Uttar Pradesh,Kushinagar,2025-03,288,288,101
Uttar Pradesh,Kushinagar,2025-04,194,194,68
Uttar Pradesh,Kushinagar,2025-05,334,334,117
Uttar Pradesh,Kushinagar,2025-06,295,295,103
Uttar Pradesh,Kushinagar,2025-07,221,221,77
Uttar Pradesh,Kushinagar,2025-08,347,347,121
Uttar Pradesh,Kushinagar,2025-09,322,322,113
Uttar Pradesh,Kushinagar,2025-10,470,470,164
Uttar Pradesh,Kushinagar,2025-11,252,252,88
Uttar Pradesh,Kushinagar,2025-12,290,290,102
Uttar Pradesh,Kushinagar *,2025-06,1,1,0
Uttar Pradesh,Lalitpur,2025-01,347,347,121
Uttar Pradesh,Lalitpur,2025-02,199,199,70
Uttar Pradesh,Lalitpur,2025-03,115,115,40
Uttar Pradesh,Lalitpur,2025-04,92,92,32
Uttar Pradesh,Lalitpur,2025-05,112,112,39
Uttar Pradesh,Lalitpur,2025-06,120,120,42
Uttar Pradesh,Lalitpur,2025-07,61,61,21
Uttar Pradesh,Lalitpur,2025-08,139,139,49
Uttar Pradesh,Lalitpur,2025-09,143,143,50
Uttar Pradesh,Lalitpur,2025-10,164,164,57
Uttar Pradesh,Lalitpur,2025-11,139,139,49
Uttar Pradesh,Lalitpur,2025-12,186,186,65
Uttar Pradesh,Lucknow,2025-01,7150,7150,2502
Uttar Pradesh,Lucknow,2025-02,922,922,323
Uttar Pradesh,Lucknow,2025-03,444,444,155
Uttar Pradesh,Lucknow,2025-04,371,371,130
Uttar Pradesh,Lucknow,2025-05,325,325,114
Uttar Pradesh,Lucknow,2025-06,454,454,159
Uttar Pradesh,Lucknow,2025-07,285,285,100
Uttar Pradesh,Lucknow,2025-08,559,559,196
Uttar Pradesh,Lucknow,2025-09,709,709,248
Uttar Pradesh,Lucknow,2025-10,679,679,238
Uttar Pradesh,Lucknow,2025-11,408,408,143
Uttar Pradesh,Lucknow,2025-12,513,513,180
Uttar Pradesh,Maharajganj,2025-01,8190,8190,2866
Uttar Pradesh,Maharajganj,2025-02,427,427,149
Uttar Pradesh,Maharajganj,2025-03,238,238,83
Uttar Pradesh,Maharajganj,2025-04,170,170,59
Uttar Pradesh,Maharajganj,2025-05,261,261,91
Uttar Pradesh,Maharajganj,2025-06,275,275,96
Uttar Pradesh,Maharajganj,2025-07,167,167,58
Uttar Pradesh,Maharajganj,2025-08,338,338,118
Uttar Pradesh,Maharajganj,2025-09,494,494,173
Uttar Pradesh,Maharajganj,2025-10,420,420,147
Uttar Pradesh,Maharajganj,2025-11,260,260,91
Uttar Pradesh,Maharajganj,2025-12,293,293,103
Uttar Pradesh,Mahoba,2025-01,78,78,27
Uttar Pradesh,Mahoba,2025-02,139,139,49
Uttar Pradesh,Mahoba,2025-03,89,89,31
Uttar Pradesh,Mahoba,2025-04,63,63,22
Uttar Pradesh,Mahoba,2025-05,101,101,35
Uttar Pradesh,Mahoba,2025-06,84,84,29
Uttar Pradesh,Mahoba,2025-07,35,35,12
Uttar Pradesh,Mahoba,2025-08,89,89,31
Uttar Pradesh,Mahoba,2025-09,92,92,32
Uttar Pradesh,Mahoba,2025-10,121,121,42
Uttar Pradesh,Mahoba,2025-11,100,100,35
Uttar Pradesh,Mahoba,2025-12,91,91,32
Uttar Pradesh,Mahrajganj,2025-05,1,1,0
Uttar Pradesh,Mainpuri,2025-01,4025,4025,1409
Uttar Pradesh,Mainpuri,2025-02,324,324,113
Uttar Pradesh,Mainpuri,2025-03,219,219,77
Uttar Pradesh,Mainpuri,2025-04,121,121,42
Uttar Pradesh,Mainpuri,2025-05,175,175,61
Uttar Pradesh,Mainpuri,2025-06,151,151,53
Uttar Pradesh,Mainpuri,2025-07,150,150,52
Uttar Pradesh,Mainpuri,2025-08,213,213,75
Uttar Pradesh,Mainpuri,2025-09,269,269,94
Uttar Pradesh,Mainpuri,2025-10,377,377,132
Uttar Pradesh,Mainpuri,2025-11,189,189,66
Uttar Pradesh,Mainpuri,2025-12,329,329,115
Uttar Pradesh,Mathura,2025-01,1907,1907,667
Uttar Pradesh,Mathura,2025-02,424,424,148
Uttar Pradesh,Mathura,2025-03,244,244,85
Uttar Pradesh,Mathura,2025-04,155,155,54
Uttar Pradesh,Mathura,2025-05,229,229,80
Uttar Pradesh,Mathura,2025-06,304,304,106
Uttar Pradesh,Mathura,2025-07,164,164,57
Uttar Pradesh,Mathura,2025-08,327,327,114
Uttar Pradesh,Mathura,2025-09,308,308,108
Uttar Pradesh,Mathura,2025-10,416,416,146
Uttar Pradesh,Mathura,2025-11,254,254,89
Uttar Pradesh,Mathura,2025-12,288,288,101
Uttar Pradesh,Mau,2025-01,206,206,72
Uttar Pradesh,Mau,2025-02,330,330,115
Uttar Pradesh,Mau,2025-03,206,206,72
Uttar Pradesh,Mau,2025-04,188,188,66
Uttar Pradesh,Mau,2025-05,203,203,71
Uttar Pradesh,Mau,2025-06,188,188,66
Uttar Pradesh,Mau,2025-07,95,95,33
Uttar Pradesh,Mau,2025-08,239,239,84
Uttar Pradesh,Mau,2025-09,237,237,83
Uttar Pradesh,Mau,2025-10,272,272,95
Uttar Pradesh,Mau,2025-11,250,250,88
Uttar Pradesh,Mau,2025-12,218,218,76
Uttar Pradesh,Meerut,2025-01,9576,9576,3352
Uttar Pradesh,Meerut,2025-02,775,775,271
Uttar Pradesh,Meerut,2025-03,316,316,111
Uttar Pradesh,Meerut,2025-04,266,266,93
Uttar Pradesh,Meerut,2025-05,342,342,120
Uttar Pradesh,Meerut,2025-06,363,363,127
Uttar Pradesh,Meerut,2025-07,224,224,78
Uttar Pradesh,Meerut,2025-08,490,490,172
Uttar Pradesh,Meerut,2025-09,483,483,169
Uttar Pradesh,Meerut,2025-10,579,579,203
Uttar Pradesh,Meerut,2025-11,308,308,108
Uttar Pradesh,Meerut,2025-12,404,404,141
Uttar Pradesh,Mirzapur,2025-01,186,186,65
Uttar Pradesh,Mirzapur,2025-02,318,318,111
Uttar Pradesh,Mirzapur,2025-03,240,240,84
Uttar Pradesh,Mirzapur,2025-04,193,193,68
Uttar Pradesh,Mirzapur,2025-05,211,211,74
Uttar Pradesh,Mirzapur,2025-06,242,242,85
Uttar Pradesh,Mirzapur,2025-07,206,206,72
Uttar Pradesh,Mirzapur,2025-08,325,325,114
Uttar Pradesh,Mirzapur,2025-09,392,392,137
Uttar Pradesh,Mirzapur,2025-10,341,341,119
Uttar Pradesh,Mirzapur,2025-11,219,219,77
Uttar Pradesh,Mirzapur,2025-12,281,281,98
Uttar Pradesh,Moradabad,2025-01,10562,10562,3697
Uttar Pradesh,Moradabad,2025-02,560,560,196
Uttar Pradesh,Moradabad,2025-03,211,211,74
Uttar Pradesh,Moradabad,2025-04,155,155,54
Uttar Pradesh,Moradabad,2025-05,339,339,119
Uttar Pradesh,Moradabad,2025-06,352,352,123
Uttar Pradesh,Moradabad,2025-07,203,203,71
Uttar Pradesh,Moradabad,2025-08,286,286,100
Uttar Pradesh,Moradabad,2025-09,398,398,139
Uttar Pradesh,Moradabad,2025-10,533,533,187
Uttar Pradesh,Moradabad,2025-11,283,283,99
Uttar Pradesh,Moradabad,2025-12,333,333,117
Uttar Pradesh,Muzaffarnagar,2025-01,2781,2781,973
Uttar Pradesh,Muzaffarnagar,2025-02,428,428,150
Uttar Pradesh,Muzaffarnagar,2025-03,200,200,70
Uttar Pradesh,Muzaffarnagar,2025-04,136,136,48
Uttar Pradesh,Muzaffarnagar,2025-05,257,257,90
Uttar Pradesh,Muzaffarnagar,2025-06,273,273,96
Uttar Pradesh,Muzaffarnagar,2025-07,167,167,58
Uttar Pradesh,Muzaffarnagar,2025-08,306,306,107
Uttar Pradesh,Muzaffarnagar,2025-09,323,323,113
Uttar Pradesh,Muzaffarnagar,2025-10,365,365,128
Uttar Pradesh,Muzaffarnagar,2025-11,253,253,89
Uttar Pradesh,Muzaffarnagar,2025-12,278,278,97
Uttar Pradesh,Pilibhit,2025-01,7438,7438,2603
Uttar Pradesh,Pilibhit,2025-02,258,258,90
Uttar Pradesh,Pilibhit,2025-03,178,178,62
Uttar Pradesh,Pilibhit,2025-04,150,150,52
Uttar Pradesh,Pilibhit,2025-05,164,164,57
Uttar Pradesh,Pilibhit,2025-06,188,188,66
Uttar Pradesh,Pilibhit,2025-07,86,86,30
Uttar Pradesh,Pilibhit,2025-08,247,247,86
Uttar Pradesh,Pilibhit,2025-09,266,266,93
Uttar Pradesh,Pilibhit,2025-10,323,323,113
Uttar Pradesh,Pilibhit,2025-11,150,150,52
Uttar Pradesh,Pilibhit,2025-12,168,168,59
Uttar Pradesh,Pratapgarh,2025-01,280,280,98
Uttar Pradesh,Pratapgarh,2025-02,425,425,149
Uttar Pradesh,Pratapgarh,2025-03,261,261,91
Uttar Pradesh,Pratapgarh,2025-04,210,210,74
Uttar Pradesh,Pratapgarh,2025-05,218,218,76
Uttar Pradesh,Pratapgarh,2025-06,298,298,104
Uttar Pradesh,Pratapgarh,2025-07,140,140,49
Uttar Pradesh,Pratapgarh,2025-08,340,340,119
Uttar Pradesh,Pratapgarh,2025-09,354,354,124
Uttar Pradesh,Pratapgarh,2025-10,492,492,172
Uttar Pradesh,Pratapgarh,2025-11,278,278,97
Uttar Pradesh,Pratapgarh,2025-12,312,312,109
Uttar Pradesh,Prayagraj,2025-01,1197,1197,419
Uttar Pradesh,Prayagraj,2025-02,53,53,19
Uttar Pradesh,Prayagraj,2025-03,32,32,11
Uttar Pradesh,Prayagraj,2025-04,26,26,9
Uttar Pradesh,Prayagraj,2025-05,43,43,15
Uttar Pradesh,Prayagraj,2025-06,33,33,12
Uttar Pradesh,Prayagraj,2025-07,24,24,8
Uttar Pradesh,Prayagraj,2025-08,51,51,18
Uttar Pradesh,Prayagraj,2025-09,66,66,23
Uttar Pradesh,Prayagraj,2025-10,66,66,23
Uttar Pradesh,Prayagraj,2025-11,43,43,15
Uttar Pradesh,Prayagraj,2025-12,73,73,26
Uttar Pradesh,Rae Bareli,2025-01,203,203,71
Uttar Pradesh,Rae Bareli,2025-02,352,352,123
Uttar Pradesh,Rae Bareli,2025-03,235,235,82
Uttar Pradesh,Rae Bareli,2025-04,130,130,46
Uttar Pradesh,Rae Bareli,2025-05,276,276,97
Uttar Pradesh,Rae Bareli,2025-06,202,202,71
Uttar Pradesh,Rae Bareli,2025-07,89,89,31
Uttar Pradesh,Rae Bareli,2025-08,296,296,104
Uttar Pradesh,Rae Bareli,2025-09,290,290,102
Uttar Pradesh,Rae Bareli,2025-10,328,328,115
Uttar Pradesh,Rae Bareli,2025-11,239,239,84
Uttar Pradesh,Rae Bareli,2025-12,277,277,97
Uttar Pradesh,Raebareli,2025-04,1,1,0
Uttar Pradesh,Rampur,2025-01,11025,11025,3859
Uttar Pradesh,Rampur,2025-02,384,384,134
Uttar Pradesh,Rampur,2025-03,270,270,94
Uttar Pradesh,Rampur,2025-04,144,144,50
Uttar Pradesh,Rampur,2025-05,214,214,75
Uttar Pradesh,Rampur,2025-06,227,227,79
Uttar Pradesh,Rampur,2025-07,172,172,60
Uttar Pradesh,Rampur,2025-08,266,266,93
Uttar Pradesh,Rampur,2025-09,275,275,96
Uttar Pradesh,Rampur,2025-10,450,450,158
Uttar Pradesh,Rampur,2025-11,228,228,80
Uttar Pradesh,Rampur,2025-12,236,236,83
Uttar Pradesh,Saharanpur,2025-01,6652,6652,2328
Uttar Pradesh,Saharanpur,2025-02,508,508,178
Uttar Pradesh,Saharanpur,2025-03,274,274,96
Uttar Pradesh,Saharanpur,2025-04,172,172,60
Uttar Pradesh,Saharanpur,2025-05,324,324,113
Uttar Pradesh,Saharanpur,2025-06,351,351,123
Uttar Pradesh,Saharanpur,2025-07,211,211,74
Uttar Pradesh,Saharanpur,2025-08,363,363,127
Uttar Pradesh,Saharanpur,2025-09,336,336,118
Uttar Pradesh,Saharanpur,2025-10,465,465,163
Uttar Pradesh,Saharanpur,2025-11,314,314,110
Uttar Pradesh,Saharanpur,2025-12,334,334,117
Uttar Pradesh,Sambhal,2025-01,680,680,238
Uttar Pradesh,Sambhal,2025-02,314,314,110
Uttar Pradesh,Sambhal,2025-03,243,243,85
Uttar Pradesh,Sambhal,2025-04,173,173,61
Uttar Pradesh,Sambhal,2025-05,216,216,76
Uttar Pradesh,Sambhal,2025-06,253,253,89
Uttar Pradesh,Sambhal,2025-07,123,123,43
Uttar Pradesh,Sambhal,2025-08,265,265,93
Uttar Pradesh,Sambhal,2025-09,281,281,98
Uttar Pradesh,Sambhal,2025-10,391,391,137
Uttar Pradesh,Sambhal,2025-11,254,254,89
Uttar Pradesh,Sambhal,2025-12,219,219,77
Uttar Pradesh,Sant Kabir Nagar,2025-01,170,170,59
Uttar Pradesh,Sant Kabir Nagar,2025-02,235,235,82
Uttar Pradesh,Sant Kabir Nagar,2025-03,146,146,51
Uttar Pradesh,Sant Kabir Nagar,2025-04,95,95,33
Uttar Pradesh,Sant Kabir Nagar,2025-05,175,175,61
Uttar Pradesh,Sant Kabir Nagar,2025-06,143,143,50
Uttar Pradesh,Sant Kabir Nagar,2025-07,106,106,37
Uttar Pradesh,Sant Kabir Nagar,2025-08,232,232,81
Uttar Pradesh,Sant Kabir Nagar,2025-09,168,168,59
Uttar Pradesh,Sant Kabir Nagar,2025-10,215,215,75
Uttar Pradesh,Sant Kabir Nagar,2025-11,147,147,51
Uttar Pradesh,Sant Kabir Nagar,2025-12,168,168,59
Uttar Pradesh,Sant Ravidas Nagar,2025-01,121,121,42
Uttar Pradesh,Sant Ravidas Nagar,2025-02,194,194,68
Uttar Pradesh,Sant Ravidas Nagar,2025-03,144,144,50
Uttar Pradesh,Sant Ravidas Nagar,2025-04,105,105,37
Uttar Pradesh,Sant Ravidas Nagar,2025-05,100,100,35
Uttar Pradesh,Sant Ravidas Nagar,2025-06,98,98,34
Uttar Pradesh,Sant Ravidas Nagar,2025-07,60,60,21
Uttar Pradesh,Sant Ravidas Nagar,2025-08,170,170,59
Uttar Pradesh,Sant Ravidas Nagar,2025-09,153,153,54
Uttar Pradesh,Sant Ravidas Nagar,2025-10,167,167,58
Uttar Pradesh,Sant Ravidas Nagar,2025-11,123,123,43
Uttar Pradesh,Sant Ravidas Nagar,2025-12,146,146,51
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-01,2,2,1
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-02,1,1,0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-03,3,3,1
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-04,3,3,1
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-05,3,3,1
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-06,3,3,1
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-08,1,1,0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-09,1,1,0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-10,4,4,1
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-11,2,2,1
Uttar Pradesh,Shahjahanpur,2025-01,14521,14521,5082
Uttar Pradesh,Shahjahanpur,2025-02,432,432,151
Uttar Pradesh,Shahjahanpur,2025-03,370,370,130
Uttar Pradesh,Shahjahanpur,2025-04,235,235,82
Uttar Pradesh,Shahjahanpur,2025-05,324,324,113
Uttar Pradesh,Shahjahanpur,2025-06,344,344,120
Uttar Pradesh,Shahjahanpur,2025-07,166,166,58
Uttar Pradesh,Shahjahanpur,2025-08,341,341,119
Uttar Pradesh,Shahjahanpur,2025-09,334,334,117
Uttar Pradesh,Shahjahanpur,2025-10,378,378,132
Uttar Pradesh,Shahjahanpur,2025-11,272,272,95
Uttar Pradesh,Shahjahanpur,2025-12,298,298,104
Uttar Pradesh,Shamli,2025-01,618,618,216
Uttar Pradesh,Shamli,2025-02,278,278,97
Uttar Pradesh,Shamli,2025-03,161,161,56
Uttar Pradesh,Shamli,2025-04,87,87,30
Uttar Pradesh,Shamli,2025-05,197,197,69
Uttar Pradesh,Shamli,2025-06,274,274,96
Uttar Pradesh,Shamli,2025-07,83,83,29
Uttar Pradesh,Shamli,2025-08,195,195,68
Uttar Pradesh,Shamli,2025-09,229,229,80
Uttar Pradesh,Shamli,2025-10,214,214,75
Uttar Pradesh,Shamli,2025-11,198,198,69
Uttar Pradesh,Shamli,2025-12,211,211,74
Uttar Pradesh,Shravasti,2025-01,2535,2535,887
Uttar Pradesh,Shrawasti,2025-01,1335,1335,467
Uttar Pradesh,Shrawasti,2025-02,148,148,52
Uttar Pradesh,Shrawasti,2025-03,133,133,47
Uttar Pradesh,Shrawasti,2025-04,113,113,40
Uttar Pradesh,Shrawasti,2025-05,82,82,29
Uttar Pradesh,Shrawasti,2025-06,102,102,36
Uttar Pradesh,Shrawasti,2025-07,40,40,14
Uttar Pradesh,Shrawasti,2025-08,151,151,53
Uttar Pradesh,Shrawasti,2025-09,156,156,55
Uttar Pradesh,Shrawasti,2025-10,166,166,58
Uttar Pradesh,Shrawasti,2025-11,134,134,47
Uttar Pradesh,Shrawasti,2025-12,133,133,47
Uttar Pradesh,Siddharth Nagar,2025-01,4341,4341,1519
Uttar Pradesh,Siddharthnagar,2025-01,3901,3901,1365
Uttar Pradesh,Siddharthnagar,2025-02,374,374,131
Uttar Pradesh,Siddharthnagar,2025-03,314,314,110
Uttar Pradesh,Siddharthnagar,2025-04,230,230,80
Uttar Pradesh,Siddharthnagar,2025-05,309,309,108
Uttar Pradesh,Siddharthnagar,2025-06,286,286,100
Uttar Pradesh,Siddharthnagar,2025-07,146,146,51
Uttar Pradesh,Siddharthnagar,2025-08,440,440,154
Uttar Pradesh,Siddharthnagar,2025-09,461,461,161
Uttar Pradesh,Siddharthnagar,2025-10,459,459,161
Uttar Pradesh,Siddharthnagar,2025-11,254,254,89
Uttar Pradesh,Siddharthnagar,2025-12,338,338,118
Uttar Pradesh,Sitapur,2025-01,15171,15171,5310
Uttar Pradesh,Sitapur,2025-02,779,779,273
Uttar Pradesh,Sitapur,2025-03,611,611,214
Uttar Pradesh,Sitapur,2025-04,439,439,154
Uttar Pradesh,Sitapur,2025-05,300,300,105
Uttar Pradesh,Sitapur,2025-06,396,396,139
Uttar Pradesh,Sitapur,2025-07,241,241,84
Uttar Pradesh,Sitapur,2025-08,605,605,212
Uttar Pradesh,Sitapur,2025-09,662,662,232
Uttar Pradesh,Sitapur,2025-10,666,666,233
Uttar Pradesh,Sitapur,2025-11,475,475,166
Uttar Pradesh,Sitapur,2025-12,521,521,182
Uttar Pradesh,Sonbhadra,2025-01,198,198,69
Uttar Pradesh,Sonbhadra,2025-02,177,177,62
Uttar Pradesh,Sonbhadra,2025-03,162,162,57
Uttar Pradesh,Sonbhadra,2025-04,154,154,54
Uttar Pradesh,Sonbhadra,2025-05,158,158,55
Uttar Pradesh,Sonbhadra,2025-06,183,183,64
Uttar Pradesh,Sonbhadra,2025-07,101,101,35
Uttar Pradesh,Sonbhadra,2025-08,207,207,72
Uttar Pradesh,Sonbhadra,2025-09,213,213,75
Uttar Pradesh,Sonbhadra,2025-10,225,225,79
Uttar Pradesh,Sonbhadra,2025-11,145,145,51
Uttar Pradesh,Sonbhadra,2025-12,139,139,49
Uttar Pradesh,Sultanpur,2025-01,2668,2668,934
Uttar Pradesh,Sultanpur,2025-02,370,370,130
Uttar Pradesh,Sultanpur,2025-03,289,289,101
Uttar Pradesh,Sultanpur,2025-04,196,196,69
Uttar Pradesh,Sultanpur,2025-05,165,165,58
Uttar Pradesh,Sultanpur,2025-06,256,256,90
Uttar Pradesh,Sultanpur,2025-07,121,121,42
Uttar Pradesh,Sultanpur,2025-08,297,297,104
Uttar Pradesh,Sultanpur,2025-09,324,324,113
Uttar Pradesh,Sultanpur,2025-10,360,360,126
Uttar Pradesh,Sultanpur,2025-11,251,251,88
Uttar Pradesh,Sultanpur,2025-12,254,254,89
Uttar Pradesh,Unnao,2025-01,8165,8165,2858
Uttar Pradesh,Unnao,2025-02,525,525,184
Uttar Pradesh,Unnao,2025-03,278,278,97
Uttar Pradesh,Unnao,2025-04,170,170,59
Uttar Pradesh,Unnao,2025-05,418,418,146
Uttar Pradesh,Unnao,2025-06,267,267,93
Uttar Pradesh,Unnao,2025-07,171,171,60
Uttar Pradesh,Unnao,2025-08,324,324,113
Uttar Pradesh,Unnao,2025-09,474,474,166
Uttar Pradesh,Unnao,2025-10,423,423,148
Uttar Pradesh,Unnao,2025-11,316,316,111
Uttar Pradesh,Unnao,2025-12,288,288,101
Uttar Pradesh,Varanasi,2025-01,10658,10658,3730
Uttar Pradesh,Varanasi,2025-02,495,495,173
Uttar Pradesh,Varanasi,2025-03,402,402,141
Uttar Pradesh,Varanasi,2025-04,218,218,76
Uttar Pradesh,Varanasi,2025-05,233,233,82
Uttar Pradesh,Varanasi,2025-06,307,307,107
Uttar Pradesh,Varanasi,2025-07,157,157,55
Uttar Pradesh,Varanasi,2025-08,459,459,161
Uttar Pradesh,Varanasi,2025-09,452,452,158
Uttar Pradesh,Varanasi,2025-10,473,473,166
Uttar Pradesh,Varanasi,2025-11,404,404,141
Uttar Pradesh,Varanasi,2025-12,367,367,128
Uttarakhand,Almora,2025-01,13,13,5
Uttarakhand,Almora,2025-02,40,40,14
Uttarakhand,Almora,2025-03,34,34,12
Uttarakhand,Almora,2025-04,20,20,7
Uttarakhand,Almora,2025-05,22,22,8
Uttarakhand,Almora,2025-06,41,41,14
Uttarakhand,Almora,2025-07,17,17,6
Uttarakhand,Almora,2025-08,53,53,19
Uttarakhand,Almora,2025-09,54,54,19
Uttarakhand,Almora,2025-10,57,57,20
Uttarakhand,Almora,2025-11,33,33,12
Uttarakhand,Almora,2025-12,25,25,9
Uttarakhand,Bageshwar,2025-01,8,8,3
Uttarakhand,Bageshwar,2025-02,19,19,7
Uttarakhand,Bageshwar,2025-03,23,23,8
Uttarakhand,Bageshwar,2025-04,15,15,5
Uttarakhand,Bageshwar,2025-05,21,21,7
Uttarakhand,Bageshwar,2025-06,13,13,5
Uttarakhand,Bageshwar,2025-07,6,6,2
Uttarakhand,Bageshwar,2025-08,22,22,8
Uttarakhand,Bageshwar,2025-09,33,33,12
Uttarakhand,Bageshwar,2025-10,27,27,9
Uttarakhand,Bageshwar,2025-11,23,23,8
Uttarakhand,Bageshwar,2025-12,12,12,4
Uttarakhand,Chamoli,2025-01,18,18,6
Uttarakhand,Chamoli,2025-02,20,20,7
Uttarakhand,Chamoli,2025-03,30,30,10
Uttarakhand,Chamoli,2025-04,14,14,5
Uttarakhand,Chamoli,2025-05,23,23,8
Uttarakhand,Chamoli,2025-06,26,26,9
Uttarakhand,Chamoli,2025-07,7,7,2
Uttarakhand,Chamoli,2025-08,28,28,10
Uttarakhand,Chamoli,2025-09,36,36,13
Uttarakhand,Chamoli,2025-10,47,47,16
Uttarakhand,Chamoli,2025-11,37,37,13
Uttarakhand,Chamoli,2025-12,35,35,12
Uttarakhand,Champawat,2025-01,14,14,5
Uttarakhand,Champawat,2025-02,31,31,11
Uttarakhand,Champawat,2025-03,24,24,8
Uttarakhand,Champawat,2025-04,17,17,6
Uttarakhand,Champawat,2025-05,6,6,2
Uttarakhand,Champawat,2025-06,29,29,10
Uttarakhand,Champawat,2025-07,8,8,3
Uttarakhand,Champawat,2025-08,41,41,14
Uttarakhand,Champawat,2025-09,31,31,11
Uttarakhand,Champawat,2025-10,45,45,16
Uttarakhand,Champawat,2025-11,28,28,10
Uttarakhand,Champawat,2025-12,14,14,5
Uttarakhand,Dehradun,2025-01,3327,3327,1164
Uttarakhand,Dehradun,2025-02,222,222,78
Uttarakhand,Dehradun,2025-03,173,173,61
Uttarakhand,Dehradun,2025-04,88,88,31
Uttarakhand,Dehradun,2025-05,168,168,59
Uttarakhand,Dehradun,2025-06,171,171,60
Uttarakhand,Dehradun,2025-07,92,92,32
Uttarakhand,Dehradun,2025-08,219,219,77
Uttarakhand,Dehradun,2025-09,179,179,63
Uttarakhand,Dehradun,2025-10,212,212,74
Uttarakhand,Dehradun,2025-11,154,154,54
Uttarakhand,Dehradun,2025-12,160,160,56
Uttarakhand,Garhwal,2025-01,2,2,1
Uttarakhand,Garhwal,2025-02,1,1,0
Uttarakhand,Garhwal,2025-04,1,1,0
Uttarakhand,Garhwal,2025-05,1,1,0
Uttarakhand,Garhwal,2025-08,2,2,1
Uttarakhand,Garhwal,2025-09,2,2,1
Uttarakhand,Garhwal,2025-10,1,1,0
Uttarakhand,Garhwal,2025-11,2,2,1
Uttarakhand,Garhwal,2025-12,2,2,1
Uttarakhand,Hardwar,2025-02,3,3,1
Uttarakhand,Hardwar,2025-03,5,5,2
Uttarakhand,Hardwar,2025-05,6,6,2
Uttarakhand,Hardwar,2025-06,5,5,2
Uttarakhand,Hardwar,2025-07,3,3,1
